Text,Language
11 Dangan nagbalik si Pablo sa itaas; binaak niya an tinapay saka nagkakan.,Bikol
Nakipag-olay pa siya sainda sagkod na nagsisirang na an aldaw.,Bikol
Dangan naghale siya.,Bikol
12 Ipinuli nindang buhay si Eutico asin naranga sinda nin marahay.,Bikol
13 Suminakay kami sa barko pasiring sa Ason saen hahapiton mi si Pablo.,Bikol
Ini an sinabi niya samo huli ta manininampo siya paduman sa Ason.,Bikol
"14 Pagturuparan mi sa Ason, pinasakay mi siya dangan nagdagos kami sa Mitiline.",Bikol
15 Naghale kami duman asin sunod na aldaw nag-abot kami sa tangod kan Quio.,Bikol
"Pakalihis nin sarong aldaw, nag-abot kami sa Samos; sunod na aldaw nag-abot kami sa Mileto.",Bikol
"16 Arog kaini an biyahe mi huli ta habo nang maghapit si Pablo sa Efeso, tanganing dai siya maabala sa Asia.",Bikol
"Nagmamadali kaya siyang makaabot sa Jerusalem, kun mapupwede, sa aldaw nin Pentecostes.",Bikol
"17 Hale sa Mileto, ipinaapod ni Pablo an mga kamagurangan kan simbahan sa Efeso na makipaghilingan saiya.",Bikol
"18 Pag-abot ninda, sinabihan sinda ni Pablo, “Aram nindo kun paano ako namuhay sa bilog na panahon na kaiba nindo ako, poon kan enot na aldaw na mag-abot ako sa Asia.",Bikol
"19 Naglingkod ako sa Kagurangnan na may kapakumbabaan, pagluha asin mga pagbalo dahel sa dakul na kasakitan na nag-abot sako huli sa homa kan mga Judio.",Bikol
20 Dai ako nagpabaya sa paghulit saindo kan ikakarahay nindo; tinukdoan ko kamo sa publiko saka sa saindong mga harong.,Bikol
21 Pinatanidan ko an mga Judio saka an mga pagano na magbakle asin magbalik sa Dios patin magtubod sa satong Kagurangnan na Jesu-Cristo.,Bikol
"22 Ngunyan, sa pagkuyog sa Espiritu Santo, maduman ako sa Jerusalem maski ngani dai ko aram kun ano an mangyayari sako duman,  23 pwera sana kan pagpatanid na ginibo sako kan Espiritu Santo na sa lambang syudad na dudumanan ko, naghahalat sako an mga kasakitan saka an bilanggoan.",Bikol
"24 Alagad para sako mayo nin halaga an buhay ko; boot ko sanang matapos an misyon na inako ko ki Jesus na Kagurangnan, na iyo an pagpahayag kan Marahay na Bareta dapit sa biyaya nin Dios.",Bikol
25 ”Ngunyan aram ko na mayo sa saindo na mga pinaghulitan ko dapit kan Kahadean nin Dios an makakahiling sako giraray.,Bikol
"26 Kaya sinasabi ko saindo ngunyan na aldaw, na kun may mapahamak saindo, bako na ako an may sala.",Bikol
27 Huli ta ibinareta ko saindo an bilog na katuyohan nin Dios; mayo akong itinago saindo.,Bikol
28 Kaya ingati nindo an saindong sadiri asin an bilog na katiriponan na ipinapaataman saindo kan Espiritu Santo.,Bikol
"Magin pastor kamo kan simbahan nin Dios, na nagin sadiri niya huli kan kagadanan nin saiyang Aki.",Bikol
"29 Aram ko na pakahale ko, lalaogon kamo nin mababangis na lobo asin dai ninda paliligtason an mga karnero ko.",Bikol
"30 Maabot an panahon na an nagkapira sa saindong grupo matukdo nin kaputikan, tanganing mapasunod ninda an mga paratubod.",Bikol
31 Kaya mag-ingat kamo.,Bikol
"Giromdomon nindo na sa laog nin tolong taon, aldaw-banggi ko kamong tinukdoan kaiba an dakul na luha.",Bikol
"32 ”Ngunyan idinudusay ko kamo sa Dios asin sa mensahe kan saiyang biyaya, na mapakosog saindo saka matao kan pamana na tinatagama niya sa mga banal.",Bikol
33 Dai ko minawot an plata o bulawan o gubing nin siisay man.,Bikol
34 Aram man sana nindo na nagtrabaho ako tanganing magkaigwa kami kan gabos ming kaipuhan.,Bikol
"35 Ipinahiling ko saindo sa gabos na bagay, na sa paagi nin pagtrabaho nin maigot, dapat na tabangan ta an mga maluluya, asin giromdomon an mga tataramon na sinabi kan Kagurangnan na Jesus, ‘Mas paladan an nagtatao ki kan nag-aako.’",Bikol
"”  36 Pakataram ni Pablo kaini, nagluhod siya dangan namibi kaiba ninda gabos.",Bikol
37 Nagtangis sinda gabos; kinugos ninda si Pablo asin hinadokan.,Bikol
38 Namondo sinda nin marahay sa sinabi niya na dai na siya ninda mahihiling giraray.,Bikol
"Pakatapos, nag-iriba sinda saiya pasiring sa barko.",Bikol
"<lbl>16</lbl> Mitubag si Jesus: ""May nag-andam og dakong hikay.",Cebuano
Daghan siyag dinapit.,Cebuano
"<lbl>17</lbl> Gipaadto niya ang katabang aron pag-ingon: 'Dali na mo, andam na ang tanan.'",Cebuano
<lbl>18</lbl> Apan morag nagsabot ang tanan sa pagpamalibad.,Cebuano
Miingon ang usa: 'Mipalit kog uma nga kinahanglang adtoon ug susihon.,Cebuano
Pasensya ka na.',Cebuano
<lbl>19</lbl> Miingon sab ang lain: 'Nakapalit kog lima ka parisang baka nga pang-uma ug pasulayon kog daro.,Cebuano
Pasensya ka na.',Cebuano
"<lbl>20</lbl> Miingon ang usa pa: 'Bag-o kong nakasal busa, dili makaadto?'",Cebuano
"<lbl>21</lbl> Sa pagbalik sa katabang, gisulti niya ang tanan sa agalon.",Cebuano
"Nasuko pag-ayo ang tag-iya ug miingon sa katabang: 'Lakaw dayon sa mga plasa ug kadalanan sa lungsod, paanhia ang mga kabos, sinalikway, buta ug bakol.'",Cebuano
"<lbl>22</lbl> Unya, miingon ang katabang: 'Natuman ang imong gisugo ug may lugar pa.'",Cebuano
"<lbl>23</lbl> Mitubag ang agalon: 'Lakaw sa mga dagkong dalan ug tugkaran, ug pugsa pag-anhi ang mga tawo aron mapuno ang akong balay.",Cebuano
"<lbl>24</lbl> Kay sa giingon ko: walay dinapit nga makatilaw sa akong hikay.""",Cebuano
"<lbl>• 25</lbl> Samtang nanglakaw ang daghan kaayong tawo kuyog ni Jesus, miatubang siya ug giingnan sila: <lbl>26</lbl> ""Kon moari mo nako nga dili andam sa pagsalikway sa inyong gugma para sa inyong amahan ug inahan, asawa ug mga anak, mga igsoong lalaki ug babaye, ug bisan sa kaugalingon, dili mo maakong alagad.",Cebuano
<lbl>27</lbl> Dili maalagad nako ang dili magpas-an sa krus sa pagsunod nako.,Cebuano
<lbl>28</lbl> Unsay buhaton sa tawong magtukod og kamalig alang sa magbalantay sa uma?,Cebuano
"Di ba, molingkod una siya, kalkulohon ang gastos ug tan-awon kon may igo bang salapi sa paghuman ini?",Cebuano
"<lbl>29</lbl> Tingalig kataw-an lang siya kon mapahimutang niya ang sukaranan, apan dili mapatiwas.",Cebuano
"<lbl>30</lbl> Unya, makaingon sila: Kining tawhana misugod pagtukod, apan dili makahuman.",Cebuano
"<lbl>31</lbl> Ug kinsa mang haria nga makiggubat sa laing hari nga dili una molingkod aron hinuktokan kon sa 10,000 ka sundalo makabuntog ba siya sa 20,000?",Cebuano
"<lbl>32</lbl> Kon dili, magpadala siyag sinugo samtang layo pa sila aron pagpakig-areglo.",Cebuano
"<lbl>33</lbl> Sa samang paagi, dili maakong alagad ang dili mobiya sa tanang iyaha.",Cebuano
"<lbl>34</lbl> Maayo tinuod ang asin, apan kon mawad-an ni sa lami, unsaon man pagpaparat ini?",Cebuano
<lbl>35</lbl> Dili na ni magpulos sa yuta o sa abuno.,Cebuano
"Busa, ilabay na lang sa gawas.",Cebuano
"Ang may dunggan, pamati.",Cebuano
"<lbl>• 4</lbl> ""Kon ang usa ninyo may 100 ka karnero ug mawala ang usa, dili kaha niya biyaan ang 99 sa kalasangan aron pagpangita sa nawala hangtod nga iya ning makit-an?",Cebuano
"<lbl>5</lbl> Inigkakita na niya, malipayon siyang mopas-an ini sa abaga.",Cebuano
"<lbl>6</lbl> Sa balay, tawgon niya ang mga higala ug silingan ug ingnon: 'Duyogi ko sa akong kalipay, kay nakaplagan ko na ang nawalang karnero.'",Cebuano
<lbl>7</lbl> Ingnon tamo: Mas dako ang kalipay sa langit tungod sa usa ka makasasala nga naghinulsol kay sa 99 ka tarong nga wala magkinahanglag paghinulsol.,Cebuano
"<lbl>8</lbl> Kon ang babaye nga may 10 ka salapi mawad-ag usa, dili ba siya magdagkot og suga, manilhig sa balay ug mangita pag-ayo hangtod nga makit-an ni?",Cebuano
"<lbl>9</lbl> Inigkakita na niya, manawag siya sa kahigalaang babaye ug mga silingan sa pag-ingon: 'Maglipay ta, kay nakit-an ang nawala kong salapi.'",Cebuano
"<lbl>10</lbl> Ingnon tamo nga ingon sab ini ang kalipay sa mga anghel sa Diyos, tungod sa usa ka makasasala nga maghinulsol.""",Cebuano
"<lbl>• 11</lbl> Miingon si Jesus: ""May tawo nga may duha ka anak nga lalaki.",Cebuano
"<lbl>12</lbl> Ang manghod miingon sa amahan: 'Tay, hatagi ko sa bahin nako sa katigayonan.'",Cebuano
"Busa, gibahin sa amahan sa duha ka magsoon ang kabtangan.",Cebuano
"<lbl>13</lbl> Human sa pipila ka adlaw, gitigom sa manghod ang iyang bahin ug mipanaw sa layong dapit ug nag-usik-usik sa bahandi sa hagokang kinabuhi.",Cebuano
"<lbl>14</lbl> Sa nahurot na ang tanan, may dakong gutom didto ug nagsugod ang iyang kawad-on.",Cebuano
<lbl>15</lbl> Nagsuroysuroy siya sa pagpangitag trabaho ug nadawat nga tig-atiman sa mga baboy sa uma.,Cebuano
<lbl>16</lbl> Hapit na siya mokaon sa pasaw sa baboy aron masudlan ang nagkutoy niyang tiyan.,Cebuano
"Bisag gamay, walay mohatag niya.",Cebuano
"<lbl>17</lbl> Adtong tungora nakaamgo siya ug namalandong: 'Ang mga sulugoon sa balay sa akong amahan buhong sa pagkaon, samtang hapit na ko mamatay sa gutom.",Cebuano
"<lbl>18</lbl> Mobarog ko, mopauli sa akong amahan, ug ingnon ko siya: 'Tay, nakasala ko sa Diyos ug nimo.",Cebuano
<lbl>19</lbl> Dili ko takos nga tawgog imong anak.,Cebuano
Himoa ko nga usa sa sinuholan mong sulugoon.',Cebuano
<lbl>20</lbl> Mitindog siya ug miadto sa amahan.,Cebuano
"Layo pa gani, nakit-an na siya sa amahan nga nahinuklog niya, ug nagdagang mitagbo sa anak nga gigakos ug gihagkan.",Cebuano
"<lbl>21</lbl> Miingon ang anak; 'Amahan, nakasala ko sa Diyos ug nimo.",Cebuano
Dili na ko angayng ilhon nga imong anak.',Cebuano
"<lbl>22</lbl> Apan gisangpit sa Amahan ang sulugoon ug giingnan: 'Pagdali, pagkuhag sapot ug ilisi siya unya, singsingi ug sapatosi.",Cebuano
<lbl>23</lbl> Dad-a dinhi ug ihawa ang linaming nga nating baka.,Cebuano
"Magsalusalo ug magsadya ta, <lbl>24</lbl> kay kining akong anak namatay ug nabuhig usab, nawala ug nakit-an.'",Cebuano
Ug gisugdan niya ang kasaulogan.,Cebuano
<lbl>25</lbl> Adtong tungora ang magulang didto sa uma.,Cebuano
"Sa pag-uli niya, sa duol na siya sa balay, nakadungog siyag honi ug panagsayaw.",Cebuano
<lbl>26</lbl> Gisangpit niya ang usa sa mga sulugoon ug gipangutana sa hitabo.,Cebuano
<lbl>27</lbl> Gitubag siya: 'Mipauli ang imong igsoon.,Cebuano
"Busa, gipaihaw sa imong amahan ang linaming nga nating baka, kay nahibalik siya nga buhi ug hilwas.'",Cebuano
<lbl>28</lbl> Nasuko ang magulang sa gibuhat sa amahan ug nagdumili pagsulod.,Cebuano
Migawas ang amahan ug nakigsulti niya.,Cebuano
<lbl>29</lbl> Mitubag siya: 'Daghan ang katuigan nga nagsilbi ko nimo.,Cebuano
"Bisag kausa wala ko mosupak sa imong sugo, apan sukad, wala ko nimo hatagi bisag usa ka kanding nga kasalusalohan nako sa akong mga barkada.",Cebuano
"<lbl>30</lbl> Sa pag-abot hinuon ining imong anak nga nag-usik-usik sa katigayonan nga giwaldaswaldas niya sa mga puta, giihawan mo siya sa linaming nga nating baka.'",Cebuano
"<lbl>31</lbl> Mitubag ang amahan sa pag-ingon: 'Anak, kauban ta sa tanang panahon ug nakaambit ka kanunay sa tanang akoa.",Cebuano
"<lbl>32</lbl> Angay lang nga magsaulog ug magsadya ta, kay ang imong igsoon nga namatay, nabuhi; nga nawala, apan nakaplagan.""",Cebuano
"<b><lbl>16 •</lbl></b> <lbl>1</lbl> Miingon na sab si Jesus sa iyang mga tinun-an: ""May usa ka dato nga may piniyalan gisumbong kaniya kay nag-usik-usik sa iyang katigayonan.",Cebuano
"<lbl>2</lbl> Gipatawag niya ang maong piniyalan ug giingnan: ""Unsa ning nadungog ko bahin nimo?",Cebuano
"Kwentahi ko sa imong pagdumala, kay kutob ra karon ang imong pagkapiniyalan.'",Cebuano
<lbl>3</lbl> Nakahunahuna ang piniyalan: 'Gihinginlan ko sa akong agalon.,Cebuano
Unsay akong buhaton?,Cebuano
Dili ko makakalot sa yuta ug maulaw kong magpakilimos.,Cebuano
"<lbl>4</lbl> Kini diay ang akong buhaton aron iniggawas ko sa katungdanan, may mopadayon nako sa ilang balay.'",Cebuano
<lbl>5</lbl> Gitagsa tagsa niyag tawag ang utangan sa agalon ug gipangutana ang usa: 'Pilay utang nimo sa akong agalon?',Cebuano
<lbl>6</lbl> Mitubag ni: '100 ka galon nga lana?,Cebuano
Miingon ang piniyalan: 'Ania ang imong resibo.,Cebuano
Lingkod ug isulat: 50.,Cebuano
"<lbl>7</lbl> Ug ang lain: 'Ikaw, pilay imong utang?'",Cebuano
"Mitubag ni: '1,000 ka takos sa trigo.'",Cebuano
"'Ania ang imong resibo, isulat: 800,' matud sa piniyalan.",Cebuano
<lbl>8</lbl> Gidayeg sa agalon ang inabtik nga buhat sa piniyalan.,Cebuano
Mas maantigo tinuod ang mga anak ining kalibotana sa pagpakigsandurot sa mga pareho nilag bulok kay sa mga anak sa kahayag.,Cebuano
"<lbl>9</lbl> Busa, sultihan tamo: Gamita ang kwarta nga daotan ining kalibotana aron pag-angkog mga higala.",Cebuano
"Inigkahurot na sa imong kwarta, dawaton ka nila sa mga puluy-anan nga walay kataposan.",Cebuano
"<lbl>10</lbl> Ang kasaligan sa gagmayng butang hayan kasaligan pod sa dagko, apan ang dili kasaligan sa gagmay, dayag na lang nga dili kasaligan sa dagko.",Cebuano
"<lbl>11</lbl> Kon dili mo kasaligan sa kwarta nga daotan, unsa pa kaha sa tinuod nga bahandi?",Cebuano
Kinsay mosalig ninyo?,Cebuano
"<lbl>12</lbl> Kon dili mo kasaligan sa dili inyo, kinsay mosalig ninyo sa inyoha?",Cebuano
"<lbl>• 13</lbl> Walay sulugoon nga makaalagad sa duha ka agalon; o kasilagan niya ang usa ug higugmaon ang lain, o magmatinud-anon siya sa usa ug tamayon ang lain.",Cebuano
"Dili mo makaalagad sa Diyos ug sa kwarta.""",Cebuano
"<lbl>14</lbl> Nakadungog ang mga Pariseo sa tanang gisulti ni Jesus nga ilang giyubit, kay hakog man sila.",Cebuano
"<lbl>15</lbl> Busa, giingnan sila ni Jesus: ""Nagpakaaron-ingnon mo aron lang pagpakita sa kamaayo atubangan sa katawhan, apan nakaila ang Diyos sa inyong kasingkasing.",Cebuano
"Ang dalayegon kaayo alang sa tawo, talamayon sa mata sa Diyos.""",Cebuano
<lbl>• 16</lbl> Natapos sa panahon ni Juan ang Balaod ug ang mga propeta.,Cebuano
"Sukad adtong panahona ang gingharian sa Diyos giwali na, ug ang matag usa nakigbisog alang ini.",Cebuano
<lbl>17</lbl> Ang langit ug yuta mas sayong mahanaw kay sa usa lang ka tulpok sa Balaod.,Cebuano
<lbl>18</lbl> Nanapaw ang bisag kinsa nga mopalayas sa asawa ug mangasawag lain; nanapaw sab ang lalaki nga mangasawa sa babayeng gibulagan sa bana.,Cebuano
<lbl>• 19</lbl> May dato nga nagsul-ob sa luho kaayong sapot ug sa bililhong lino.,Cebuano
Adlaw-adlaw sa iyang kinabuhi morag nagkombira siya.,Cebuano
"Sa laing bahin, <lbl>20</lbl> may naglubog sa pultahan sa iyang balay nga kabos, si Lazaro, nga naputos sa nuka.",Cebuano
<lbl>21</lbl> Naninguha ni pagkaon bisag sa mumho na lang nga mahulog sa lamesa sa dato; ang mga iro hinuon ang manuol niya aron pagtila sa nuka.,Cebuano
<lbl>22</lbl> Namatay ang kabos ug gidala sa mga anghel sa kiliran ni Abraham.,Cebuano
Namatay sab ang dato ug gilubong.,Cebuano
"<lbl>23</lbl> Sa impyerno, miyahat siya sa tumang pag-antos ug nakita niya sa layo si Abraham ug sa kiliran, si Lazaro.",Cebuano
"2<lbl>4</lbl> Misinggit siya sa pag-ingon: 'Abraham, amahan ko, kaluy-i ko.",Cebuano
"Sugoa si Lazaro pagtuslob sa tumoy sa tudlo sa tubig aron pabugnawan ang akong dila, kay hilabihan ang akong pag-antos sa kainit.'",Cebuano
"<lbl>25</lbl> Gitubag siya ni Abraham: ""Anak, hinumdomi nga sa imong kinabuhi nakadawat ka na sa kabuhong, samtang si Lazaro pulos kasakit.",Cebuano
"Busa, siya karon ang nakaangkon sa kahamugaway ug ikaw na poy nag-antos.",Cebuano
"<lbl>26</lbl> Gawas pa, lapad kaayo ang lanaw nga nag-ulang nato.",Cebuano
"Kamong naa dinha dili makalabang diri, ug ang dia diri dili makaanha sa imong nahimutangan.",Cebuano
"<lbl>27</lbl> Mitubag ang dato: 'Palihog, amahan, paadtoa si Lazaro sa among balay.",Cebuano
<lbl>28</lbl> May lima ko ka igsoon.,Cebuano
Sugoa siya pagpasidaan nila aron dili mapunta ining dapita sa kasakitan.',Cebuano
<lbl>29</lbl> Mitubag si Abraham: 'Tua si Moises ug ang mga propeta.,Cebuano
Mamati nila ang imong mga igsoon.',Cebuano
"<lbl>30</lbl> 'Dili, amahan kong Abraham, kon may mobalik gikan sa mga patay, maghinulsol sila.'",Cebuano
"<lbl>31</lbl> Mitubag si Abraham: 'Kon dili sila mamati ni Moises ug sa mga propeta, dili sila makabig bisag may mabanhaw pa sa mga patay.""",Cebuano
"<b><lbl>17 •</lbl></b> <lbl>1</lbl> Miingon si Jesus sa mga tinun- an: ""Moabot gyod ang sala sa kalibotan, apan alaot ang magdala ini!",Cebuano
<lbl>2</lbl> Maayo pag hiktan ang iyang liog sa galingang bato ug ilabay sa dagat kay sa maangin ang usa ining mga gagmay.,Cebuano
<lbl>3</lbl> Pagmatngon.,Cebuano
"Kon makasala ang imong igsoon, pahimangnoi siya, ug kon maghinulsol, pasayloa.",Cebuano
"<lbl>4</lbl> Kon makapito siya makasala batok nimo sa usa ka adlaw ug makapito pod mobalik pagpangayog pasaylo, pasayloa.""",Cebuano
"<lbl>5</lbl> Miingon ang mga tinun-an sa Ginoo: ""Dugangi ang among pagtoo.""",Cebuano
"<lbl>6</lbl> Mitubag ang Ginoo: ""Kon may pagtoo mo nga samag gidak-on sa liso sa mustasa, makamando mo anang igera: ""Maluka ka ug mabalhin sa dagat.'",Cebuano
Ug matuman na.,Cebuano
<lbl>7</lbl> Kinsa ninyo ang mosulti sa inyong sulugoon nga nagdaro o nag-atiman sa mga karnero..,Cebuano
.inigbalik ini gikan sa uma,Cebuano
.'Dali ug salo nako sa kan-anan,Cebuano
"?<lbl>8</lbl> Dili, moingon ka: 'Andama ang akong pagkaon; pag-ilis ug silbihi ko samtang nagkaon ug nag-inom",Cebuano
?Unya na kaon ug inom inigkahuman nako,Cebuano
.<lbl>9</lbl> Pasalamatan ba nimo kining sulugoona nga mibuhat sa imong gisugo,Cebuano
?<lbl>10</lbl> Kini sab ang inyong buhaton,Cebuano
".Kon makatuman na mo sa gisugo ninyo, sulti: 'Mga yano ming sulugoon; gituman lang namo ang angayng buhaton",Cebuano
"<lbl>• 11</lbl> Samtang si Jesus nagpaingon sa Jerusalem, miagi siya sa utlanan sa Samaria ug Galilea.",Cebuano
<lbl>12</lbl> Sa usa ka balangay may 10 ka sanlahon nga mitagbo niya.,Cebuano
"<lbl>13 </lbl>Nanindog sila sa layo ug naninggit: ""Jesus, Magtutudlo, kaluy-i mi.""",Cebuano
"<lbl>14</lbl> Miingon si Jesus: ""Lakaw ug pakita sa mga pari.""",Cebuano
Samtang nanglakaw naayo sila.,Cebuano
"<lbl>15</lbl> Usa nila, ang taga Samaria, sa pagkamatikod nga naayo siya, mibalik dihadiha ug midayeg sa Diyos.",Cebuano
<lbl>16</lbl> Nagpasalamat siya nga naghapa sa tiilan ni Jesus.,Cebuano
Miabot ako sa tugpahanan sa aeroplano sa Manila sa may mga a las 4:30 sa hapon sa Septiembre 4.,Cebuano
"Bisan ug ang aeroplano gikatakda nga molupad sa may a las dies pa sa gabii, misayo lang gyod ko kay miulan man ug napalong pa gyod ang sugang dagitabnon, ang naandan nga makapalangan pag-ayo sa trapiko.",Cebuano
"Miabot usab ug sayo ang pipila ka mga kauban, si Monsenyor Emilio Bataclan, ug uban pang mga obispo.",Cebuano
"Samtang nagpaabot kami sa uban, miadto kami sa restauran ug nagpalabay sa panahon nga mitimotimo samtang saya kaayo nga nagkinomedyahay, sama sa kinsay mobayad ini.",Cebuano
"Uban kanamo sila si Monsenyor Vicente Manuel, Generoso Cami, ug Patricio Alo.",Cebuano
Sayo kami nga misulod sa katapusang hulatanan sa mga pasahero samtang nagpaabot.,Cebuano
"Miabot ra gayod ang pangulo sa among grupo, si Arsobispo Carmelo Morelos nga natanggong sa tarapiko sulod sa tulo ka oras.",Cebuano
"Upat ka oras nga paglupad paingon sa Bangkok, katorse ka oras nga paglupad paingon sa Roma, upat ka oras nga pagpaabot sa aeroplano paingon sa Tel Aviv, upat ka oras nga paglupad paingon sa Israel, ug miabot kami dinhi sa may a las 5:00 sa hapon sa Septiembre 5.",Cebuano
"Apan tungod sa pag-usab sa pag-ihap sa oras, ang kinatibuk-an nga biyahe milungtad ug may 30 ka oras.",Cebuano
"Gikan sa tugpahanan sa aeroplano duol sa Tel Aviv, misakay kami ug trak paingon sa Jerusalen.",Cebuano
"Maayo kaayong tan-awon ang mga palibot, apan ang yuta dili sama ka nindot sa Pilipinas.",Cebuano
May pagkakamingawan kini; laya ug mora ug sunog tan-awon ang ubang mga tanom.,Cebuano
"Miabot kami sa Jerusalem sa King's Hotel sa may a las 6:30 sa gabii, ug human sa panihapon namahulay na lang kaming tanan.",Cebuano
Nag-uban kami sa Monsenyor Bataclan ug usa ka kwarto.,Cebuano
Ang ubang mga obispo tinagurha usab nga nag-ambit ug mga kwarto.,Cebuano
May pagkasadya ang kalibotan kay nagkatigom ang mga obispo sa Mindanao.,Cebuano
Si Boy Bataclan banha kaayo nga nanulugsulog kanako sicut erat in principio et nunc et semper in saecula saeculorum.,Cebuano
Amen.,Cebuano
Sayo kaming nangmata kay daghan ang mga buhatunon niining adlawa.,Cebuano
Nangadto kami sa Simbahan sa Lubnganan aron sa pagsaulog sa Balaan nga Misa.,Cebuano
Si Obispo Zacarias Jimenez mao ang gitudlo nga Mangulo sa Kasaulogan.,Cebuano
Kining Simbahan sa Lubnganan usa sa tulo nga gihimo ni Emperador Constantino; ang laing duha mao ang sa Simbahan sa Natawhan sa Ginoo sa Belen ug ang ikatulo mao ang Simbahan sa Bukid sa mga Olibo nga naguba na karon ug sa paglabay sa mga panahon gihimoan ug mosque sa mga Muslim.,Cebuano
"Dako kining Simbahan sa Balaan nga Lubnganan, ug ang dapit mismo sa lubnganan mora ug grotto nga nasulod sa tibuok simbahan ug busa gamay kaayo ug makasulod lamang ang mga kawhaan ka tawo.",Cebuano
"Ang nagkalainlaing mga bahin sa Simbahan sa Lubnganan lainlain ug tag-iya, ug ang nagkupot sa yawe mao ang mga Muslim.",Cebuano
"Pipila sa nagkalainlaing mga tag-iya mao ang mga Simbahang Ortodoxo, ang Simbahang Katoliko apan sa nagkalainlaing mga rito niini: Romano, Siriaco, Coptico, Armenio, ug duna toy usa pa; pulos nagbuho alirong sa Lubnganan.",Cebuano
"Among gisaulog ang unang bahin sa Misa sa grotto sa Lubnganan, apan sa ikaduhang bahin, misulod pa gyod ang prinsipal celebrant sa lubnganan mismo nga makahaom lamang ug mga tulo ka tawo.",Cebuano
Samtang didto sila sa may ibabaw sa gilingkoran sa mga anghel gitiwas ug saulog ang misa.,Cebuano
Banusbanos kami ug panulod ug paghawok niini pagkahuman.,Cebuano
Sa tibuok tuig ang misa nga pagasaulugon dinhi matag adlaw mao ang misa sa pagkabanhaw.,Cebuano
Tungod pay sayo pa nakahimo kami ug mga pagpamalandong.,Cebuano
Kini tungod kay samtang magdagan ang adlaw daghan kaayo ang mga pilgrims nga moabot gikan sa tibuok kalibotan ug masaba na kaayo.,Cebuano
Human mamahaw sa hotel nangadto kami tabok sa Suba sa Kidron sa Silangan nga bahin sa Jerusalen ngadto sa Bungtod sa mga Olibo.,Cebuano
"Gikan dinhi makita ang karaang Jerusalen ug ang nagkalainlaing mga dapit niini, ilabi na sa dapit sa Karaan nga Templo nga karon gipulihan na sa mora ug mosque nga Bulawan nga Atop sa Bato.",Cebuano
Gikan dinhi makakita sa Jerusalen sa unang higayon ang moduaw niini gikan sa Galilea.,Cebuano
Ug ang magbarog dinhi makabig gayod sa pagdayeg sa pagkahabog sa Jerusalen.,Cebuano
Dinhhi maggikan ang mga salmo sa pagtungas sa Jerusalen.,Cebuano
"Gikan sa kinatas-ang dapit sa Bungtod sa mga Olibo makita ang Tanaman sa Getsemani, ang gibatoan kang San Esteban, ug uban pang mga talan-awon nga may kalabutan sa kinabuhi sa Ginoo, sama sa iyang paghilak sa pagtan-aw niya sa Jerusalen nga magun-ob sulod sa pipila ka tuig human siya mamatay.",Cebuano
Nahimutang kini sa usa ka dapit sa Bungtod sa mga Olibo.,Cebuano
"Gitag-iya na kini karon sa mga Muslim, ug magbayad kadtong buot motan-aw niini.",Cebuano
Gihimoan kini ug mosque apan gikuhaan sa atop aron makita ang langit ug makapamalandong ang moduaw niini sa pagsaka sa langit sa Ginoo.,Cebuano
Taliwala niining dapita adunay gamay nga mora ug kapilya diin anaa ang marka sa tunob sa Ginoo sa dayon na niyang pagsaka sa langit.,Cebuano
Among gibasa ang gisulat mahitungod niini gikan sa Basahon sa mga Buhat ug gihikap ang yuta nga katapusang gitumban sa Ginoo.,Cebuano
"Gikan sa Dapit sa Gisak-an sa Ginoo ngadto sa Langit, nanglugsong kami paingon sa ubos ug una namong giabtan ang dapit diin mitudlo ang Ginoo ngadto sa mga Apostoles sa iyang pag-ampo.",Cebuano
"Gihimoan kini karon ug usa ka mora ug kapilya ug didto nanganta kami sa Ama Namin, human basaha ang dapit sa Ebanghelyo nga naghisgot niini.",Cebuano
"Mituyok kami sa palibot diin makita sa mga bungbong ang A Amahan Namo  nga gisulat sa nagkalainlaing mga pinulongan, apil na ang Ilonggo nga among nakita.",Cebuano
Ang uban tingale nga pinulongan sa Pilipinas didto ibutang sa Simbahan nga wala namo masulod kay gisirhan man niining panahona.,Cebuano
Padayon kami paglugsong sa Bungtod sa mga Olibo ug miagi kami sa dapit diin gituhoan nga mihilak ang Ginoo (<b>Lukas 19:41</b>).,Cebuano
Sa atbang nga dapit makita ug maayo ang Bukid sa Jerusalem ug sayon ra kaayo ang paglarawan sa Ginoo nga nagtan-aw niini nga naghilak.,Cebuano
Nanulod kami sa Simbahan nga ang mga manimba makakita luyo sa Altar sa tibuok Jerusalem kay bentana man.,Cebuano
Mipadayon pa gyod kami paglugsong ug miabot kami sa dapit diin gituhoan nga nag-ampo ang Ginoo sa gabii sa dayon siya gibudhian.,Cebuano
Ang mga kahoy sa olibo dinhi karaan kaayo ug adunay gituhuan nga gikan pa kini sa panahon sa Ginoo.,Cebuano
"Ang Simbahan gituyo nga ngitngit, nunot sa gibati sa Ginoo diha sa iyang pag-antos sa iyang pagtukaw nga gipaningot gani siya ug bugnaw?",Cebuano
Gethsemani buot magpasabot Pug-ananan sa mga Olibo.,Cebuano
"Sa iyang pag-ampo, mora ug gipuga ang Ginoo ug mipatulo sa iyang singot nga sama ug dugo.",Cebuano
"Gikan sa Simbahan sa Pag-antos sa Ginoo, nanakay kami sa bus ug nakita namo ang dapit diin gibato si San Esteban.",Cebuano
